run_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
1,249.635643000016,269.61216600006446,289.5885819999967,309.5645720000612,329.54120800003875,349.51743300003,369.494427000056,389.4713009999832,409.44788200000767,429.4242749999976,449.4002530000871,469.3774080000585,489.3532279999927,509.330171000096,529.3064670000458,549.2831240000669,569.2600720000919,589.2356429999927,609.2123729999876,629.1891760000726,649.1660630000988,669.1421320000663,689.1182920000283,709.0948349999962,729.0716220000759,749.0480800000951,769.0247979999986,789.0019320000429,808.9781220000004,828.9540280000074,848.9311660000822,868.9072140000062,888.8842169999843,908.8605410000308,928.837394000031,948.8133249999956,968.7907540000742,988.7663290000056,1008.7432760000228,1028.7201610000338,1048.6962510000449,1068.6728470000671,1088.6494230000535,1108.6257440000772,1128.6026410000632,1148.5786990000634,1168.5552170000738,1188.5318560000742,1208.5081390000414,1228.48502500006,1248.4613820000086,1268.4382019999905,1288.414143000031,1308.391060000053,1328.3673150000395,1348.3440480000572,1368.3205490000546,1388.2977490000194,1408.274203000008,1428.251001000055,1448.2264999999898,1468.2032270000782,1488.1796020000477,1508.1561600000132,1528.134618000011,1548.1097249999875,1568.086161000072,1588.062747000018,1608.0396990000736,1628.0161650000373,1647.9927560000217,1667.9689610000933,1687.945439000032,1707.9225740000838,1727.8988479999823,1747.8755639999872,1767.8516640000744,1787.8285550000146,1807.8051170000108,1827.7816650000168,1847.7575290000527,1867.734051000094,1887.7111600000644,1907.688787000021,1927.6653580000857,1947.640810000012,1967.617418000009,1987.594216000056,2007.570464999997,2027.5474460000405,2047.5246070000576
2,249.64429099997503,269.6210999999894,289.59777200000826,309.574375999975,329.5504039999796,349.52684299997054,369.50358200003393,389.4807860000292,409.45650900003966,429.4331630000379,449.40972300001886,469.386550999945,489.36358999996446,509.3393459999934,529.3159720000112,549.293004999985,569.2693920000456,589.2453380000079,609.2228289999766,629.1989039999899,649.1757890000008,669.1519430000335,689.1286880000262,709.1051529999822,729.081324000028,749.0578519999981,769.0353960000211,789.0117030000547,808.988040999975,828.9648169999709,848.9409750000341,868.9179099999601,888.8936759999488,908.8701540000038,928.8470560000278,948.8234030000168,968.8005450000056,988.7772569999796,1008.7527659999904,1028.729206999997,1048.7062760000117,1068.682667999994,1088.6593270000303,1108.6356590000214,1128.61222000001,1148.5889329999918,1168.565174999996,1188.541735999985,1208.5181869999506,1228.4951000000583,1248.4712979999604,1268.448505999986,1288.4251680000452,1308.401319000055,1328.3778229999589,1348.3538529999787,1368.330820000032,1388.3077279999852,1408.2838759999722,1428.2601710000308,1448.2371989999665,1468.2134879999794,1488.1903549999697,1508.1664769999916,1528.1434469999513,1548.1201400000136,1568.0965520000318,1588.0727359999437,1608.0498130000196,1628.025551000028,1648.0030089999782,1667.979393000016,1687.9558089999482,1707.9323909999805,1727.9088850000408,1747.88540499995,1767.8613919999916,1787.8379170000553,1807.8151389999548,1827.7909810000565,1847.76810700004,1867.7442130000563,1887.721328999964,1907.697720999946,1927.674388000043,1947.6504020000573,1967.6263980000515,1987.603074999992,2007.5803099999905,2027.5569260000484,2047.53281200002
3,249.688744999934,269.6651989999227,289.6419509999687,309.6179119999288,329.5954630000051,349.5716549999779,369.54750899993815,389.52463399991393,409.501007999992,429.4770229998976,449.45416199998,469.4304539998993,489.4065749999136,509.38322399999015,529.3596889999462,549.3363259999314,569.312532999902,589.2897459999658,609.265791999991,629.2420189999975,649.2190529999789,669.1952749999473,689.171403999906,709.1480529999826,729.1248320000013,749.1010879999958,769.0781309999293,789.0548100000015,809.0306569999084,829.0079569999361,848.9842840000056,868.9609549999004,888.9375299999956,908.9137739998988,928.8899399999063,948.8668929999694,968.8433969999896,988.8198919999412,1008.79677799996,1028.7730529999826,1048.749366999953,1068.7255119999172,1088.7019239999354,1108.6789949999657,1128.6557519999333,1148.6315869999817,1168.608731999993,1188.585085999919,1208.5612219999311,1228.5379269999685,1248.514499999932,1268.4912199999671,1288.4674639999866,1308.4441360000055,1328.4202499999665,1348.396747999941,1368.373617999954,1388.3501589999069,1408.3260679999366,1428.3025409999536,1448.279448999907,1468.2556489999406,1488.23313399998,1508.2090739998966,1528.1852609999478,1548.161914999946,1568.1388719999231,1588.114867999917,1608.09203900001,1628.0684919999912,1648.0446489999304,1668.0215509999543,1687.998249999946,1707.9742729999125,1727.951287999982,1747.9273549999343,1767.9040839999216,1787.8808260000078,1807.8567849999529,1827.833276999998,1847.8097809999017,1867.7864869999464,1887.7630379999755,1907.73996799998,1927.7163529999088,1947.692976999912,1967.6694769999008,1987.646185999969,2007.6227429999271,2027.599061999936,2047.575688999961
4,249.68855399999305,269.664759999956,289.6412889999337,309.6178510000464,329.5941879999591,349.5709260000149,369.54783599998336,389.5235200000461,409.50010199996177,429.4775029999437,449.45373599999584,469.43062600004487,489.4068569999654,509.382826999994,529.3594439999433,549.3357339999638,569.3126519999932,589.2888769999845,609.2658659999724,629.2421839999733,649.21889499994,669.1955140000209,689.1711300000316,709.1480750000337,729.1248530000448,749.1013589999638,769.0782030000119,789.0542480000295,809.0307940000203,829.0074219999369,848.9836140000261,868.9598889999324,888.9368489999324,908.9138909999748,928.8898650000338,948.8661540000468,968.8432879999746,988.8198329999576,1008.7958459999644,1028.7732469999464,1048.749386999989,1068.7253999999955,1088.702006999985,1108.6788749999832,1128.654835999943,1148.631761000026,1168.6078069999348,1188.5842029999476,1208.5609989999791,1228.537337000016,1248.513777000015,1268.4905299999518,1288.4676169999875,1308.4439029999776,1328.420855000033,1348.3974119999912,1368.3729949999831,1388.350070000044,1408.326296999934,1428.3024570000125,1448.2798649999313,1468.2560639999574,1488.2322520000162,1508.209390999982,1528.1855020000366,1548.1618050000395,1568.1386019999627,1588.1149639999494,1608.091138000018,1628.0678949999856,1648.044643000001,1668.0208469999488,1687.9977009999566,1707.9740560000064,1727.950847,1747.927657000022,1767.9037269999972,1787.8802800000412,1807.8570360000008,1827.833432000014,1847.810063999961,1867.7857899999944,1887.762820999953,1907.739153999952,1927.715736999992,1947.6923970000355,1967.668901999947,1987.645467999973,2007.622169999988,2027.598862999933,2047.5744489999488
5,249.6810730000725,269.6584710000316,289.634756000014,309.61118600005284,329.5876649999991,349.56430800003,369.5414660000242,389.5175650001038,409.49375500006136,429.4708860000828,449.4471570000751,469.42432400002144,489.4009220000589,509.3776020000223,529.3533860000316,549.3300200001104,569.3070110001136,589.2833040000405,609.2604360000696,629.2367390000727,649.213398000109,669.1903100000927,689.1664460001048,709.1427530000219,729.1196120000677,749.0957560000243,769.0723260000814,789.0492240000749,809.0264120000647,829.0027380000101,848.978931000107,868.9561900000554,888.9324070001021,908.9086290000704,928.8858010000548,948.8619840000756,968.8391160001048,988.8158100000584,1008.791685000062,1028.7689540000863,1048.7446050000144,1068.721857000026,1088.6985100000163,1108.674417000031,1128.6519950000802,1148.6276110000908,1168.6045540000778,1188.5815010000952,1208.5582040000008,1228.5343690000009,1248.511426000041,1268.4873790000563,1288.4647320000222,1308.4408840000397,1328.418029000051,1348.3937930000247,1368.370510000037,1388.3479260000167,1408.323565000086,1428.300549000036,1448.276693000109,1468.2538810000988,1488.230472000083,1508.206591000082,1528.183323000092,1548.1598530000774,1568.1372480000136,1588.1135090000462,1608.0904710000614,1628.0667250000406,1648.0429730000906,1668.0196150001138,1687.9958840000909,1707.9726040000096,1727.949030000018,1747.9258820000105,1767.9030790000688,1787.8791510000592,1807.856508000056,1827.832478000084,1847.808692000108,1867.785346000106,1887.7622210000409,1907.7385480001103,1927.715708000004,1947.691891000024,1967.6690780000065,1987.644968000008,2007.6216310000743,2027.5986730000004,2047.5757930000543
6,249.68235399993137,269.65846199996304,289.63571599998977,309.61206800001673,329.5881029999582,349.5649310000008,369.5417479999596,389.5184779999545,409.4951839999994,429.4716849999968,449.44856399996206,469.4252139999298,489.401325999992,509.37773900001775,529.3551009999355,549.3318659999641,569.3078349999851,589.28468599997,609.261530000018,629.2377589999232,649.2145620000083,669.1911979999859,689.1674539999804,709.1446480000159,729.1207840000279,749.0977039999561,769.0735119999154,789.0504359999904,809.0275899999542,829.0038289999356,848.980787999928,868.9574589999393,888.933745999937,908.910074000014,928.8870020000032,948.8633539999136,968.8398899999448,988.8162429999792,1008.7930059999926,1028.7701549999183,1048.746135000023,1068.7229219999865,1088.6991980000166,1108.67636199994,1128.6525269999402,1148.6299579999177,1168.6060459999137,1188.5832719999598,1208.5593259999296,1228.5359489999246,1248.51245499996,1268.489169999957,1288.466130999965,1308.4428690000204,1328.4188879999565,1348.3956860000037,1368.3726839999435,1388.3483159999596,1408.3250149999512,1428.301626999979,1448.2787649999373,1468.2550819999306,1488.2322259999346,1508.2087129999418,1528.1851150000002,1548.161238999921,1568.1378249999834,1588.1147440000204,1608.0917529999278,1628.068181999959,1648.0444189999253,1668.021603000001,1687.997829,1707.975143000018,1727.9510799999116,1747.9282660000026,1767.9041599999182,1787.881573999999,1807.857696999912,1827.834160999977,1847.8103889999911,1867.787781999912,1887.763290999923,1907.740139000001,1927.7168579999125,1947.693472999963,1967.670124999946,1987.6470800000243,2007.6239969999297,2027.60061199998,2047.577578999917
7,249.68011100008152,269.65609600010794,289.63306600006763,309.6100560000632,329.58633300010115,349.56267300003674,369.53962200006936,389.5162900000578,409.49221400008537,429.4694989999989,449.4460680000484,469.422896000091,489.398736000061,509.37605600000825,529.3527540001087,549.3291610000888,569.3059120000107,589.2825810000068,609.2589710000902,629.2350929999957,649.2115290000802,669.1888660000404,689.1652730000205,709.1414990000194,729.1190519999946,749.095658000093,769.0718470000429,789.0487030000659,809.0251510000089,829.0011990000494,848.9783860000316,868.9552740000654,888.9320550000994,908.9077160001034,928.884589000023,948.8610320000444,968.8376120000612,988.8144800000592,1008.7916110000806,1028.7680720000062,1048.744415000081,1068.7206950000254,1088.6980690000346,1108.6742890001042,1128.6518380000489,1148.6278320000274,1168.6042520001065,1188.5806370000355,1208.5571190000046,1228.534645000007,1248.5112030000892,1268.4869380000746,1288.4636220000684,1308.440333000035,1328.417031000019,1348.393253999995,1368.3705800001044,1388.3470500000983,1408.324069000082,1428.2999800000107,1448.2774190000491,1468.2532140000258,1488.230709000025,1508.2071200000355,1528.1833510000724,1548.159815000021,1568.1366410000485,1588.1137240000537,1608.0903080001008,1628.066196000087,1648.04310000001,1668.020258000004,1687.9962200000882,1707.9732760000045,1727.9494340000674,1747.9264100000728,1767.903304000036,1787.879445000086,1807.8566570000253,1827.8332600001013,1847.8097779999955,1867.7858190000989,1887.7627600000703,1907.7398580000736,1927.7161870000416,1947.693299000035,1967.6695900000632,1987.645812000032,2007.622714000056,2027.5991970000323,2047.5772610000568
8,249.6883369999705,269.665643000044,289.6418850000482,309.6181729999371,329.5955809999723,349.5715339999879,369.5483049999457,389.52478199999314,409.50165500002913,429.477884999942,449.4552609999664,469.4319329999853,489.4086449999595,509.3845239999937,529.3611109999474,549.3380769999931,569.3145050000167,589.2909689999651,609.2675730000483,629.2446579999523,649.2209720000392,669.1981410000008,689.1741069999989,709.1511940000346,729.1273769999389,749.1044899999397,769.0810109999729,789.0570880000014,809.0339310000418,829.0101929999655,848.9872889999533,868.9644079999998,888.9404860000359,908.9173700000392,928.8941270000068,948.8703700000189,968.8467749999836,988.8231989999769,1008.7997230000328,1028.776567999972,1048.7531319999837,1068.7299529999727,1088.706159999943,1108.6828850000163,1128.6595080000116,1148.6361539999489,1168.612853999948,1188.5899069999575,1208.565840999945,1228.5424859999912,1248.5196520000463,1268.496245999937,1288.472415999975,1308.449064000044,1328.4257770000258,1348.4021100000243,1368.3791399999757,1388.3553450000472,1408.3326039999956,1428.308636000031,1448.2855210000416,1468.262109000003,1488.2388750000391,1508.2150259999323,1528.1913309999509,1548.1682850000216,1568.1446419999702,1588.1212489999598,1608.0977280000225,1628.0743889999576,1648.051402000012,1668.028560000006,1688.0046899999725,1707.9815229999367,1727.9575999999652,1747.9339679999975,1767.9110639999851,1787.8872089999495,1807.864106999943,1827.8405079999936,1847.817536000046,1867.793505999958,1887.7707030000165,1907.7468919999665,1927.7232800000347,1947.700205000001,1967.6762859999435,1987.6533310000088,2007.6297669999767,2027.606233999948,2047.5830940000008
9,249.6867899999488,269.66357800003607,289.640653999988,309.61651600000914,329.5927659999579,349.5701040000422,369.54569399997126,389.5226160000311,409.4986979999812,429.47557300003245,449.4524339999771,469.4285819999641,489.4044989999384,509.38149800000247,529.3576330000069,549.334589999984,569.3114810000407,589.2871220000088,609.2639079999644,629.2406699999701,649.216953999945,669.1936129999813,689.169522000011,709.1466540000401,729.1226389999501,749.099624000024,769.0755959999515,789.0519070000155,809.0284659999888,829.0055589999538,848.981524999952,868.9579049999593,888.9351089999545,908.9115410000086,928.8881769999862,948.864106999943,968.8411360000028,988.8171020000008,1008.793226000038,1028.770154000027,1048.7465139999986,1068.7233039999846,1088.699283999973,1108.676269999938,1128.6522780000232,1148.628714999999,1168.6054200000362,1188.5816679999698,1208.5581689999672,1228.5353080000496,1248.51152499998,1268.4877710000146,1288.464450999978,1308.4403800000437,1328.4175159999868,1348.394100000034,1368.370055999956,1388.3466369999803,1408.3237779999615,1428.299748999998,1448.2761689999606,1468.2525989999997,1488.2296339999884,1508.2061009999595,1528.182696999982,1548.1584919999586,1568.1355619999813,1588.1115330000175,1608.0884849999566,1628.0650989999997,1648.041688999976,1668.017512999941,1687.994534999947,1707.9706679999365,1727.947610000032,1747.9237740000244,1767.900530999992,1787.8765140000032,1807.8528830000432,1827.829288000008,1847.8057890000048,1867.782896999968,1887.7588319999631,1907.73586799996,1927.7117399999408,1947.688838999952,1967.6649090000428,1987.6416800000009,2007.617720999988,2027.594708999968,2047.571144999936
10,249.68722900003195,269.6636890000664,289.6401560000377,309.6166150000645,329.59351500007324,349.56989200005773,369.5467570000328,389.5228970000753,409.4997120000189,429.47585500008427,449.4520040000789,469.42869800003245,489.4057980000507,509.3816540000262,529.358487999998,549.3347090000752,569.3113660000963,589.2879840000533,609.2640189999947,629.2401420000242,649.216572000063,669.1935710000107,689.1702740000328,709.1468980000354,729.1227410000283,749.099261000054,769.075913000037,789.0521880000597,809.0290850000456,829.0050250000786,848.9819810000481,868.9580050000222,888.9344820000697,908.9112840000308,928.8878240000922,948.8642440000548,968.8404080000472,988.8169850000412,1008.7941190000856,1028.7704389999851,1048.746970999986,1068.7230010000058,1088.6998600000516,1108.676416000002,1128.653096000082,1148.6290920000756,1168.605198000092,1188.5821980000474,1208.5582820000127,1228.5354470000602,1248.5114690000191,1268.487553999992,1288.4645960000344,1308.4407470000442,1328.4177260000724,1348.3934910000537,1368.369989000028,1388.3467769999988,1408.3236599999946,1428.2996140000178,1448.2765720000025,1468.252648000023,1488.2297600000163,1508.2060170000186,1528.1821510000154,1548.1584949999817,1568.1358260000125,1588.111733000027,1608.088814000017,1628.064783000038,1648.0410629999824,1668.0180570000084,1687.9947229999816,1707.9705500000855,1727.947771999985,1747.9235230000922,1767.9004740000237,1787.8772050000262,1807.8527490000704,1827.8299640000328,1847.8059999999823,1867.782397000003,1887.7588850000168,1907.735994999996,1927.712422000012,1947.6882260000568,1967.6652580000227,1987.6412740000524,2007.617984000012,2027.5948220000137,2047.571319000097
