x
1.000000000000000000e+00
9.548378428825986530e-01
1.027342536798393713e+00
1.084609034861975241e+00
1.149712123376694484e+00
1.217901726562479414e+00
1.276674456650311651e+00
1.319450332884360533e+00
1.348309907801563012e+00
1.367379825500137480e+00
1.377644497849747074e+00
1.382648955201047469e+00
1.385378564762644649e+00
1.386715547393930770e+00
1.386481432343696252e+00
1.385084527870500626e+00
1.383840232434185857e+00
1.380082515982802516e+00
1.376833326555301440e+00
1.371880217681805236e+00
1.365803819325676960e+00
1.359810278948535123e+00
1.352719819809528934e+00
1.346112179547910070e+00
1.338932509190635445e+00
1.332497170980049495e+00
1.326809934175247507e+00
1.320559340859433384e+00
1.315009060484484182e+00
1.309163753242868156e+00
1.304176119932211497e+00
1.299251477764758134e+00
1.292867866821442391e+00
1.288351306354322823e+00
1.283309546681521640e+00
1.278333902072866346e+00
1.273344679702026028e+00
1.268856539503578240e+00
1.264768894675120103e+00
1.260619034563424057e+00
1.256386882298158980e+00
1.252487296187295929e+00
1.248402830376320827e+00
1.244837979604103584e+00
1.240611071373664220e+00
1.236795394070845155e+00
1.180348917838233369e+00
1.118284670413395743e+00
1.068324998503357159e+00
1.042773349301326036e+00
1.028117421659653141e+00
1.012892316101771772e+00
9.984615552537459138e-01
9.860217464701058754e-01
9.770020939192562981e-01
9.691225365665864233e-01
9.628183731109787313e-01
9.575992171801445130e-01
9.533047483965793045e-01
9.483392460363155863e-01
9.434639204745262075e-01
9.395673991973324535e-01
9.354696913245387213e-01
9.315185146020651397e-01
9.284952518507759711e-01
9.253440261445392556e-01
9.227950331406850060e-01
9.213917615623475887e-01
9.193003076916935745e-01
9.179139423260158637e-01
9.167537429452178310e-01
9.157985655963569727e-01
9.158072015228665430e-01
9.152540546009682032e-01
9.149794713049045347e-01
9.154578143341494112e-01
9.151173307836597548e-01
9.156370764942813878e-01
9.160303079195845077e-01
9.158958712836736682e-01
9.168298490102814169e-01
9.181300922139464804e-01
9.189460812961107727e-01
9.203520284812479746e-01
9.213523010448556594e-01
9.224156236266410902e-01
9.235094484131046721e-01
9.248529905669375939e-01
9.256115644035125545e-01
9.270392444952382238e-01
9.279173794624695493e-01
