X
1.000000000000000000e+00
7.553471014762039859e-01
7.604014018009971343e-01
7.821716310101208824e-01
8.108894833340354324e-01
8.498881622375753508e-01
8.875954200375563152e-01
9.156774286024774723e-01
9.302033646454971327e-01
9.357365784465875302e-01
9.363110261152330915e-01
9.372695611406115512e-01
9.327001998364403690e-01
9.295267185486557615e-01
9.264917082002250837e-01
9.245224330274460778e-01
9.223707215197585185e-01
9.225265490029563864e-01
9.203284708991313900e-01
9.179203324784431794e-01
9.160239368227766077e-01
9.112700438431454719e-01
9.063474100901743880e-01
9.033998340009858907e-01
8.982307069590956816e-01
8.950561140644416325e-01
8.907895015203201039e-01
8.864584037775173897e-01
8.815620844032276970e-01
8.792183909886203130e-01
8.759715514383695778e-01
8.726356843587596002e-01
8.688300393870184157e-01
8.671549154982538532e-01
8.641089475174941192e-01
8.609672805852799371e-01
8.584240932105969835e-01
8.563317088612789618e-01
8.537170673785339226e-01
8.511502013234436559e-01
8.489708335527365035e-01
8.461459261491929285e-01
8.443225430085153915e-01
8.416973120167305922e-01
8.416623169796189075e-01
8.387643266586565227e-01
8.473312220145040596e-01
9.535083695461437081e-01
9.633299076762144031e-01
9.851271541885243677e-01
9.953910107500282267e-01
9.855524573557579160e-01
9.730488888304537065e-01
9.645174815828019277e-01
9.566008615154680816e-01
9.493727735983855665e-01
9.448253135635614752e-01
9.417035197612410036e-01
9.398748540680119667e-01
9.365398179153574532e-01
9.343127382185322238e-01
9.302885774066766977e-01
9.287486325008905697e-01
9.272968619047573524e-01
9.256629661876302206e-01
9.249549797023609576e-01
9.235118075062141996e-01
9.239982139357100221e-01
9.224629097389067667e-01
9.230845478120285330e-01
9.230099520635542953e-01
9.235615927376130685e-01
9.253207569407836397e-01
9.272108300978030293e-01
9.267599808617982271e-01
9.297587289415529810e-01
9.300045019235420041e-01
9.317016217328294436e-01
9.347518764475166719e-01
9.351129989648181429e-01
9.383693344377884715e-01
9.379558813388388927e-01
9.411540911945804888e-01
9.443856201625711044e-01
9.467002546258195261e-01
9.503286952513892993e-01
9.517623876513519043e-01
9.536533377231134478e-01
9.559702251481027035e-01
9.593243401320434849e-01
9.611053302804396514e-01
