x
1.000000000000000000e+00
9.642779538100320069e-01
9.674289115864895816e-01
9.596257395759699715e-01
9.506690636379817594e-01
9.427958997015533082e-01
9.362437098365766763e-01
9.295139083906504007e-01
9.233960884977634453e-01
9.171251148048644719e-01
9.109847204499078588e-01
9.053070570350133517e-01
8.996035179282968475e-01
8.943087500930247957e-01
8.889413128252552365e-01
8.840232266787425575e-01
8.791041498345850691e-01
8.748841604882799938e-01
8.703489717310413099e-01
8.663068363114333481e-01
8.625467784134793758e-01
8.590651434556199062e-01
8.552998838368133239e-01
8.520965394968451623e-01
8.483255921967326474e-01
8.452729168921641056e-01
8.422157472624828278e-01
8.390891836505006696e-01
8.360607916664349881e-01
8.328404606393410292e-01
8.300169374438389758e-01
8.275904290843973943e-01
8.250237433878878646e-01
8.219564683211276757e-01
8.196690593947369985e-01
8.170194743763005141e-01
8.147913723078572534e-01
8.117497490789754577e-01
8.097571285045005451e-01
8.068106830926961015e-01
8.048684452425792779e-01
8.025832877333535231e-01
8.003245363559452485e-01
7.983712827588279604e-01
7.959357217397459161e-01
7.934835177919743465e-01
8.091986757014574261e-01
8.311942461195596099e-01
8.404895209259166666e-01
8.466346791553102102e-01
8.493263832754277542e-01
8.503007854962425505e-01
8.502348228237942562e-01
8.501355881525324287e-01
8.501443796055954127e-01
8.502643747160958387e-01
8.510933183161959459e-01
8.519495139737663925e-01
8.528568351652634494e-01
8.533475283142836210e-01
8.545701445171982602e-01
8.556856735724369667e-01
8.567484354238864563e-01
8.580174479487390204e-01
8.585904661749547140e-01
8.596581838453934976e-01
8.603694415300758846e-01
8.611260195639894865e-01
8.622926121279337330e-01
8.630775669397389160e-01
8.641307485147775580e-01
8.644935045583743705e-01
8.662160889492549476e-01
8.666245116604619492e-01
8.676544277236817315e-01
8.686287781929408203e-01
8.695538529394184479e-01
8.705309418740370120e-01
8.708351711779778181e-01
8.717153790516823930e-01
8.726162328678055413e-01
8.736507300834409628e-01
8.745226916378947557e-01
8.748656768729230482e-01
8.758334137285762599e-01
8.766967465153289174e-01
8.772025171093050799e-01
8.778753611730739648e-01
8.784478531293874459e-01
8.790085758886486689e-01
8.794580069289623658e-01
