x
1.000000000000000000e+00
6.246523014603966306e-01
6.312504530631382060e-01
6.474257953776592078e-01
6.618551525925739920e-01
6.787752243409329589e-01
7.087565928196785103e-01
7.455905050977016391e-01
7.661349337040370688e-01
7.824263798021077188e-01
7.842718539842271630e-01
7.827491430325395072e-01
7.826285025589519995e-01
7.818854069730439837e-01
7.807200124995340440e-01
7.764978093868339926e-01
7.756774494232673289e-01
7.746158351862342251e-01
7.733829718706330958e-01
7.683012375042660436e-01
7.662396873922751039e-01
7.621276176688130954e-01
7.573951635548239469e-01
7.555464983350154151e-01
7.517753415539830675e-01
7.488055002395436199e-01
7.451922960719440381e-01
7.412864654826160082e-01
7.372115719330381012e-01
7.352956620058500592e-01
7.304953290730179516e-01
7.303902031863541700e-01
7.266485643881791523e-01
7.240894922183596094e-01
7.244602431772549922e-01
7.210880677040663045e-01
7.179432216020174007e-01
7.162731795229051457e-01
7.127385649325678196e-01
7.082741964092731379e-01
7.074897574881745532e-01
7.043759909764110150e-01
7.025809031340002342e-01
7.021306674221078348e-01
7.003672282190381848e-01
6.975646176972976065e-01
8.524576952190172641e-01
8.886840851006627684e-01
9.054287950325794476e-01
9.145500932812442585e-01
9.220961045186398808e-01
9.232072718548670620e-01
9.246920093199878510e-01
9.271253651423748687e-01
9.280284512684169318e-01
9.280637915154601458e-01
9.303547043315704146e-01
9.318117528598259813e-01
9.334473595023861092e-01
9.368265169962014527e-01
9.359715245880309009e-01
9.393207037138384674e-01
9.408186430420200086e-01
9.411675894949232957e-01
9.418441592602453394e-01
9.425588636629457229e-01
9.445355776729927877e-01
9.447263857808563259e-01
9.451671314162803927e-01
9.485925038927870423e-01
9.507621111737185604e-01
9.500568978572780932e-01
9.519958775081910352e-01
9.548928170386464798e-01
9.547979087560061195e-01
9.539370405736884440e-01
9.571259824031402852e-01
9.586269957484565563e-01
9.601640719156975257e-01
9.598742325905591510e-01
9.638913006172185050e-01
9.646124790872456778e-01
9.644641195980743209e-01
9.658330457445220008e-01
9.672784973268269137e-01
9.695168294458241798e-01
9.694665123152610420e-01
9.690666016377879055e-01
9.706215436827753118e-01
9.720899291435249889e-01
9.726275614076842491e-01
